Tên trang sức	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	Phòng ngự (Nội, ngoại)	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Đánh giá đẳng cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30373	30	40000	0	200						31573	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30374	30	40000	0	200						31574	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30375	30	40000	0	200						31575	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30376	30	40000	0	200						31576	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30377	30	40000	0	200						31577	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30378	30	40000	0	200						31578	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30379	30	40000	0	200						31579	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30380	30	40000	0	200						31580	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30381	30	40000	0	200						31581	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30382	30	40000	0	200						31582	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30383	30	40000	0	200						31583	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30384	30	40000	0	200						31584	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30385	30	40000	0	200						31585	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30386	30	40000	0	200						31586	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30387	30	40000	0	200						31587	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30388	30	40000	0	200						31588	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30389	30	40000	0	200						31589	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30390	30	40000	0	200						31590	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30391	30	40000	0	200						31591	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30392	30	40000	0	200						31592	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30393	30	40000	0	200						31593	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30394	30	40000	0	200						31594	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30395	30	40000	0	200						31595	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30396	30	40000	0	200						31596	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30397	30	40000	0	200						31597	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30398	30	40000	0	200						31598	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30399	30	40000	0	200						31599	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30400	30	40000	0	200						31600	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30401	30	40000	0	200						31601	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30402	30	40000	0	200						31602	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30403	30	40000	0	200						31603	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30404	30	40000	0	200						31604	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30405	30	40000	0	200						31605	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30406	30	40000	0	200						31606	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30407	30	40000	0	200						31607	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30408	30	40000	0	200						31608	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30409	30	40000	0	200						31609	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30410	30	40000	0	200						31610	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30411	30	40000	0	200						31611	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30412	30	40000	0	200						31612	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30413	30	40000	0	200						31613	690	1	2	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30414	30	40000	0	200						31614	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30415	30	40000	0	200						31615	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30416	30	40000	0	200						31616	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30417	30	40000	0	200						31617	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30418	30	40000	0	200						31618	690	2	3	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Hỏa Phụng Tướng Quân Lệnh Phù	0	102	30419	30	40000	0	200						31619	690	2	4	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ2_A1.spr	\image\item\ring\ÀìằÂằÂãỷ2_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Hỏa Phụng Nguyên Soái Hiệu Phù	0	102	30420	30	40000	0	200						31620	690	1	1	Tân thủ không thể dùng	\image\item\ring\ÀìằÂằÂãỷ3_A1.spr	\image\item\ring\ÀìằÂằÂãỷ3_A0.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 7,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
