Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Thôi Mệnh diện	0	103	2012	25	4000	0	150	12;12					20012	50	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược.	¿ýẻàÄéÍã²¿003	Đã khóa		6	2	1	20	0					
Thôi Mệnh diện	0	103	2013	25	4000	0	150	12;12					20013	50	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_008a1.spr	\image\item\cap\fm1_cap_008a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược.	éễáéÅđÍã²¿020	Đã khóa		6	2	1	20	0					
Thôi Mệnh diện	0	103	2014	25	4000	0	150	12;12					20014	50	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_008a1.spr	\image\item\cap\fm2_cap_008a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược.	ẵ¿éĂÅđÍã²¿002	Đã khóa		6	2	1	20	0					
Mãnh Độc diện	0	103	2021	30	14000	0	200	18;18					20021	78	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	±ờìẳÄéÍã²¿018	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
Mãnh Độc diện	0	103	2022	30	14000	0	200	18;18					20022	78	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	¿ýẻàÄéÍã²¿007	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
Mãnh Độc diện	0	103	2023	30	14000	0	200	18;18					20023	78	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	éễáéÅđÍã²¿036	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
Mãnh Độc diện	0	103	2024	30	14000	0	200	18;18					20024	78	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	ẵ¿éĂÅđÍã²¿014	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
Mãnh Độc diện	0	103	20219	30	0	0	200	18;18					920021	70	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	±ờìẳÄéÍã²¿018	Đã khóa		9	2	1	20	0					
Mãnh Độc diện	0	103	20229	30	0	0	200	18;18					920022	70	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	¿ýẻàÄéÍã²¿007	Đã khóa		9	2	1	20	0					
Mãnh Độc diện	0	103	20239	30	0	0	200	18;18					920023	70	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	éễáéÅđÍã²¿036	Đã khóa		9	2	1	20	0					
Mãnh Độc diện	0	103	20249	30	0	0	200	18;18					920024	70	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Do giáo chủ Ngũ Độc Giáo chế tạo ra để đệ tử tu luyện	ẵ¿éĂÅđÍã²¿014	Đã khóa		9	2	1	20	0					
Độc Tàm diện	0	103	2101	20	2	0	120	8;12					21001	10	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược	±ờìẳÄéÍã²¿002	Đã khóa		4	2	1	21	0					
Độc Tàm diện	0	103	2102	20	2	0	120	8;12					21002	10	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược	¿ýẻàÄéÍã²¿001	Đã khóa		4	2	1	21	0					
Độc Tàm diện	0	103	2103	20	2	0	120	8;12					21003	10	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược	éễáéÅđÍã²¿019	Đã khóa		4	2	1	21	0					
Độc Tàm diện	0	103	2104	20	2	0	120	8;12					21004	10	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	Đệ tử Ngũ Độc thường mang khi luyện độc dược	ẵ¿éĂÅđÍã²¿005	Đã khóa		4	2	1	21	0					
Thực Tâm diện	0	103	2111	25	4000	0	150	10;15					21011	50	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	Trang bị của đệ tử cấp cao Ngũ Độc	±ờìẳÄéÍã²¿010	Đã khóa		6	2	1	21	0					
Thực Tâm diện	0	103	2112	25	4000	0	150	10;15					21012	50	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	Trang bị của đệ tử cấp cao Ngũ Độc	¿ýẻàÄéÍã²¿003	Đã khóa		6	2	1	21	0					
Thực Tâm diện	0	103	2113	25	4000	0	150	10;15					21013	50	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_008a1.spr	\image\item\cap\fm1_cap_008a0.spr	Trang bị của đệ tử cấp cao Ngũ Độc	éễáéÅđÍã²¿020	Đã khóa		6	2	1	21	0					
Thực Tâm diện	0	103	2114	25	4000	0	150	10;15					21014	50	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_008a1.spr	\image\item\cap\fm2_cap_008a0.spr	Trang bị của đệ tử cấp cao Ngũ Độc	ẵ¿éĂÅđÍã²¿002	Đã khóa		6	2	1	21	0					
Quỷ Độc diện	0	103	2121	30	14000	0	200	12;20					21021	78	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	±ờìẳÄéÍã²¿018	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	21	0					
Quỷ Độc diện	0	103	2122	30	14000	0	200	12;20					21022	78	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	¿ýẻàÄéÍã²¿007	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	21	0					
Quỷ Độc diện	0	103	2123	30	14000	0	200	12;20					21023	78	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	éễáéÅđÍã²¿036	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	21	0					
Quỷ Độc diện	0	103	2124	30	14000	0	200	12;20					21024	78	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	ẵ¿éĂÅđÍã²¿014	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	21	0					
Quỷ Độc diện	0	103	21219	30	0	0	200	12;20					921021	70	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	±ờìẳÄéÍã²¿018	Đã khóa		9	2	1	21	0					
Quỷ Độc diện	0	103	21229	30	0	0	200	12;20					921022	70	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	¿ýẻàÄéÍã²¿007	Đã khóa		9	2	1	21	0					
Quỷ Độc diện	0	103	21239	30	0	0	200	12;20					921023	70	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	éễáéÅđÍã²¿036	Đã khóa		9	2	1	21	0					
Quỷ Độc diện	0	103	21249	30	0	0	200	12;20					921024	70	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Trang bị của đệ tử Ngũ Độc, bên trong có tẩm chất kịch độc làm choáng đối phương	ẵ¿éĂÅđÍã²¿014	Đã khóa		9	2	1	21	0					
Linh Phù Đầu Trang	0	103	23101	20	2	0	120	8;12					23101	10	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	Đầu sức của đệ tử Côn Lôn, có linh phù bên trong, có thể khu trừ ác khí.	±ờìẳÄéÍã²¿002	Đã khóa		4	2	1	23	0					
Linh Phù Đầu Trang	0	103	23102	20	2	0	120	8;12					23102	10	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	Đầu sức của đệ tử Côn Lôn, có linh phù bên trong, có thể khu trừ ác khí.	¿ýẻàÄéÍã²¿001	Đã khóa		4	2	1	23	0					
Bí Pháp Đầu Sức	0	103	23111	25	4000	0	150	10;15					23111	50	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	Đầu sức của đệ tử cấp cao của Côn Lôn, có pháp lực đặc thù, có thể hàng ma trừ yêu.	±ờìẳÄéÍã²¿010	Đã khóa		6	2	1	23	0					
Bí Pháp Đầu Sức	0	103	23112	25	4000	0	150	10;15					23112	50	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	Đầu sức của đệ tử cấp cao của Côn Lôn, có pháp lực đặc thù, có thể hàng ma trừ yêu.	¿ýẻàÄéÍã²¿003	Đã khóa		6	2	1	23	0					
Trấn Yêu Đạo Nhân-Thanh Sa Đầu Cân	0	103	23121	30	14000	0	200	12;20					23121	78	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Trấn Yêu Đạo Nhân diệt yêu vô số, nón của ông ta ẩn chứa tinh hoa đạo pháp, yêu ma đều khiếp sợ.	±ờìẳÄéÍã²¿018	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	2	1	23	0					
Trấn Yêu Đạo Nhân-Thanh Sa Đầu Cân	0	103	23122	30	14000	0	200	12;20					23122	78	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Trấn Yêu Đạo Nhân diệt yêu vô số, nón của ông ta ẩn chứa tinh hoa đạo pháp, yêu ma đều khiếp sợ.	¿ýẻàÄéÍã²¿007	Đã khóa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	2	1	23	0					
Kim Lư Cân	0	103	25101	20	21	0	120	8;12					25101	10	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	"Khăn dùng của đệ tử cấp thấp Minh Giáo Thánh Chiến, khá bền"	±ờìẳÄéÍã²¿001	Đã khóa		4	2	1	25	0	999				
Kim Lư Cân	0	103	25102	20	21	0	120	8;12					25102	10	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	"Khăn dùng của đệ tử cấp thấp Minh Giáo Thánh Chiến, khá bền"	¿ýẻàÄéÍã²¿004	Đã khóa		4	2	1	25	0	999				
Kim Lư Cân	0	103	25103	20	21	0	120	8;12					25103	10	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	"Khăn dùng của đệ tử cấp thấp Minh Giáo Thánh Chiến, khá bền"	éễáéÅđÍã²¿033	Đã khóa		4	2	1	25	0	999				
Kim Lư Cân	0	103	25104	20	21	0	120	8;12					25104	10	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	"Khăn dùng của đệ tử cấp thấp Minh Giáo Thánh Chiến, khá bền"	ẵ¿éĂÅđÍã²¿003	Đã khóa		4	2	1	25	0	999				
Bạo Sát Cân	0	103	25111	25	41	0	150	10;15					25111	35	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	"Khăn dùng của đệ tử cao cấp Minh Giáo Thánh Chiến, được chế tạo tự nguyên liệu đặc biệt, rất bền"	±ờìẳÄéÍã²¿002	Đã khóa		6	2	1	25	0	999				
Bạo Sát Cân	0	103	25112	25	41	0	150	10;15					25112	35	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	"Khăn dùng của đệ tử cao cấp Minh Giáo Thánh Chiến, được chế tạo tự nguyên liệu đặc biệt, rất bền"	¿ýẻàÄéÍã²¿001	Đã khóa		6	2	1	25	0	999				
Bạo Sát Cân	0	103	25113	25	41	0	150	10;15					25113	35	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_008a1.spr	\image\item\cap\fm1_cap_008a0.spr	"Khăn dùng của đệ tử cao cấp Minh Giáo Thánh Chiến, được chế tạo tự nguyên liệu đặc biệt, rất bền"	éễáéÅđÍã²¿019	Đã khóa		6	2	1	25	0	999				
Bạo Sát Cân	0	103	25114	25	41	0	150	10;15					25114	35	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_008a1.spr	\image\item\cap\fm2_cap_008a0.spr	"Khăn dùng của đệ tử cao cấp Minh Giáo Thánh Chiến, được chế tạo tự nguyên liệu đặc biệt, rất bền"	ẵ¿éĂÅđÍã²¿005	Đã khóa		6	2	1	25	0	999				
Hộ Giáo Sứ-Xích Diệm Đầu khôi	0	103	25121	30	4667	0	200	20;12					25121	50	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	"Đầu Khôi được hộ giáo sử dụng, nguyên liệu hiếm có tạo thành, trải qua ngàn búa trăm luyện, sắc như xích diệm"	±ờìẳÄéÍã²¿002	Đã khóa		7	2	1	25	0	999				
Hộ Giáo Sứ-Xích Diệm Đầu khôi	0	103	25122	30	4667	0	200	20;12					25122	50	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	"Đầu Khôi được hộ giáo sử dụng, nguyên liệu hiếm có tạo thành, trải qua ngàn búa trăm luyện, sắc như xích diệm"	¿ýẻàÄéÍã²¿001	Đã khóa		7	2	1	25	0	999				
Hộ Giáo Sứ-Xích Diệm Đầu khôi	0	103	25123	30	4667	0	200	20;12					25123	50	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	"Đầu Khôi được hộ giáo sử dụng, nguyên liệu hiếm có tạo thành, trải qua ngàn búa trăm luyện, sắc như xích diệm"	éễáéÅđÍã²¿019	Đã khóa		7	2	1	25	0	999				
Hộ Giáo Sứ-Xích Diệm Đầu khôi	0	103	25124	30	4667	0	200	20;12					25124	50	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	"Đầu Khôi được hộ giáo sử dụng, nguyên liệu hiếm có tạo thành, trải qua ngàn búa trăm luyện, sắc như xích diệm"	ẵ¿éĂÅđÍã²¿005	Đã khóa		7	2	1	25	0	999				
Trận Binh Quán	0	103	26101	20	21	0	120	8;12					26101	10	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	"Đầu khôi được đệ tử cấp thấp của Minh Giáo Trận Binh sử dụng, kiên cố chắc chắn"	±ờìẳÄéÍã²¿001	Đã khóa		4	2	1	26	0	999				
Trận Binh Quán	0	103	26102	20	21	0	120	8;12					26102	10	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	"Đầu khôi được đệ tử cấp thấp của Minh Giáo Trận Binh sử dụng, kiên cố chắc chắn"	¿ýẻàÄéÍã²¿004	Đã khóa		4	2	1	26	0	999				
Trận Binh Quán	0	103	26103	20	21	0	120	8;12					26103	10	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	"Đầu khôi được đệ tử cấp thấp của Minh Giáo Trận Binh sử dụng, kiên cố chắc chắn"	éễáéÅđÍã²¿033	Đã khóa		4	2	1	26	0	999				
Trận Binh Quán	0	103	26104	20	21	0	120	8;12					26104	10	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	"Đầu khôi được đệ tử cấp thấp của Minh Giáo Trận Binh sử dụng, kiên cố chắc chắn"	ẵ¿éĂÅđÍã²¿003	Đã khóa		4	2	1	26	0	999				
Tử Sĩ Quán	0	103	26111	25	41	0	150	10;15					26111	35	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	"Đầu khôi được đệ tử cấp cao của  Minh Giáo Trận Binh sử dụng, tạo thành từ tinh cang, có hiệu quả chống địch"	±ờìẳÄéÍã²¿002	Đã khóa		6	2	1	26	0	999				
Tử Sĩ Quán	0	103	26112	25	41	0	150	10;15					26112	35	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	"Đầu khôi được đệ tử cấp cao của  Minh Giáo Trận Binh sử dụng, tạo thành từ tinh cang, có hiệu quả chống địch"	¿ýẻàÄéÍã²¿001	Đã khóa		6	2	1	26	0	999				
Tử Sĩ Quán	0	103	26113	25	41	0	150	10;15					26113	35	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_008a1.spr	\image\item\cap\fm1_cap_008a0.spr	"Đầu khôi được đệ tử cấp cao của  Minh Giáo Trận Binh sử dụng, tạo thành từ tinh cang, có hiệu quả chống địch"	éễáéÅđÍã²¿019	Đã khóa		6	2	1	26	0	999				
Tử Sĩ Quán	0	103	26114	25	41	0	150	10;15					26114	35	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_008a1.spr	\image\item\cap\fm2_cap_008a0.spr	"Đầu khôi được đệ tử cấp cao của  Minh Giáo Trận Binh sử dụng, tạo thành từ tinh cang, có hiệu quả chống địch"	ẵ¿éĂÅđÍã²¿005	Đã khóa		6	2	1	26	0	999				
Chưởng Kỳ Sứ-Xích Luyện Quán	0	103	26121	30	4667	0	200	18;18					26121	50	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	" Chưởng Kỳ sử dụng tinh thông thuật rèn, chọn tinh thiết thượng đẳng, trải qua ngàn búa trăm luyện, rèn ra thượng đẳng Quán, tên là Xích Luyện"	±ờìẳÄéÍã²¿002	Đã khóa		7	2	1	26	0	999				
Chưởng Kỳ Sứ-Xích Luyện Quán	0	103	26122	30	4667	0	200	18;18					26122	50	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	" Chưởng Kỳ sử dụng tinh thông thuật rèn, chọn tinh thiết thượng đẳng, trải qua ngàn búa trăm luyện, rèn ra thượng đẳng Quán, tên là Xích Luyện"	¿ýẻàÄéÍã²¿001	Đã khóa		7	2	1	26	0	999				
Chưởng Kỳ Sứ-Xích Luyện Quán	0	103	26123	30	4667	0	200	18;18					26123	50	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	" Chưởng Kỳ sử dụng tinh thông thuật rèn, chọn tinh thiết thượng đẳng, trải qua ngàn búa trăm luyện, rèn ra thượng đẳng Quán, tên là Xích Luyện"	éễáéÅđÍã²¿019	Đã khóa		7	2	1	26	0	999				
Chưởng Kỳ Sứ-Xích Luyện Quán	0	103	26124	30	4667	0	200	18;18					26124	50	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	" Chưởng Kỳ sử dụng tinh thông thuật rèn, chọn tinh thiết thượng đẳng, trải qua ngàn búa trăm luyện, rèn ra thượng đẳng Quán, tên là Xích Luyện"	ẵ¿éĂÅđÍã²¿005	Đã khóa		7	2	1	26	0	999				
Âm Trảo Cân	0	103	27101	20	21	0	120	8;12					27101	10	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	"Khăn được đệ tử cấp thấp Minh Giáo Huyết Nhân sử dụng, màu đen tối"	±ờìẳÄéÍã²¿001	Đã khóa		4	2	1	27	0	999				
Âm Trảo Cân	0	103	27102	20	21	0	120	8;12					27102	10	1	2	Tân thủ không thể dùng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	"Khăn được đệ tử cấp thấp Minh Giáo Huyết Nhân sử dụng, màu đen tối"	¿ýẻàÄéÍã²¿004	Đã khóa		4	2	1	27	0	999				
Âm Trảo Cân	0	103	27103	20	21	0	120	8;12					27103	10	2	3	Tân thủ không thể dùng	\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	"Khăn được đệ tử cấp thấp Minh Giáo Huyết Nhân sử dụng, màu đen tối"	éễáéÅđÍã²¿033	Đã khóa		4	2	1	27	0	999				
Âm Trảo Cân	0	103	27104	20	21	0	120	8;12					27104	10	2	4	Tân thủ không thể dùng	\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	"Khăn được đệ tử cấp thấp Minh Giáo Huyết Nhân sử dụng, màu đen tối"	ẵ¿éĂÅđÍã²¿003	Đã khóa		4	2	1	27	0	999				
Diệt Hồn Cân	0	103	27111	25	41	0	150	10;15					27111	35	1	1	Tân thủ không thể dùng	\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	"Khăn được đệ tử cao cấp Minh Giáo Huyết Nhân sử dụng, màu xám đen, lợi khi hành động trong đêm"	±ờìẳÄéÍã²¿002	Đã khóa		6	2	1	27	0	999				
