Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Bí kiếp âm dương	Số thứ tự bí kiếp	Thêm công kích ngoại công chủ động:	Tầng thứ	Thêm công kích nội công chủ động:	Tầng thứ	Thêm công kích phụ trợ: 	Tầng thứ 	Thêm phòng ngự phụ trợ:	Tầng thứ	Số phụ lục mật tịch	Tầng thứ 	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Khi sử dụng trang bị sẽ hiển thị tên loại hình	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Phẩm chất mật tịch kỹ năng	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Lưu ( Chữ số)	Bối cảnh
Độc Thiềm Công	0	107	50090	1	10	0	50004;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50091	1	10	0	50004;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50092	1	10	0	50004;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50093	1	10	0	50004;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50094	1	10	0	50004;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50095	1	10	0	50004;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50096	1	10	0	50004;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50097	1	10	0	50004;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50098	1	10	0	50004;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50099	1	10	0	50004;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50100	1	10	0	50004;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Nghịch Thiên Tà Công	0	107	50101	1	10	0	50005;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50102	1	10	0	50005;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50103	1	10	0	50005;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50104	1	10	0	50005;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50105	1	10	0	50005;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50106	1	10	0	50005;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50107	1	10	0	50005;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50108	1	10	0	50005;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50109	1	10	0	50005;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50110	1	10	0	50005;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50111	1	10	0	50005;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50112	1	10	0	50005;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50113	1	10	0	50005;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50114	1	10	0	50005;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50115	1	10	0	50005;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50116	1	10	0	50005;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50117	1	10	0	50005;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50118	1	10	0	50005;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50119	1	10	0	50005;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Nghịch Thiên Tà Công	0	107	50120	1	10	0	50005;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_050a1.spr	\image\item\book\book_050a0.spr	Tuyệt thế thần công, ghi chép Nghịch Thiên Tà Công tâm pháp		Mật tịch		10	40	1			Nghịch Thiên Tà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Nghịch Thiên Tà Công tâm pháp, làm kẻ địch trúng phải sẽ bị Nghịch Chuyển Chân khí, chấn thương không cách nào giải bỏ!
Băng Tâm Quyết	0	107	50121	1	10	0	50006;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50122	1	10	0	50006;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50123	1	10	0	50006;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50124	1	10	0	50006;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50125	1	10	0	50006;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50126	1	10	0	50006;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50127	1	10	0	50006;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50128	1	10	0	50006;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50129	1	10	0	50006;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50130	1	10	0	50006;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50131	1	10	0	50006;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50132	1	10	0	50006;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50133	1	10	0	50006;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50134	1	10	0	50006;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50135	1	10	0	50006;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
Băng Tâm Quyết	0	107	50136	1	10	0	50006;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_063a1.spr	\image\item\book\book_063a0.spr	Tuyệt thế thần công, ghi chép Băng Tâm Quyết tâm pháp		Mật tịch		10	40	1			Băng Tâm Quyết là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Băng Tâm Quyết tâm pháp, nâng cao năng lực hỗ trợ, cũng có thể làm kẻ địch đóng băng mà chết!
