Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu 2	Lưu 3
Hàn lâm viện đại học sĩ chứng thư	2	0	604	1	0	999												\image\item\other\º²Áệễº´úẹĐấ¿ệÔấộa1.spr	\image\item\other\º²Áệễº´úẹĐấ¿ệÔấộa0.spr	Quan khoa khảo Thố Tiểu Nha ký phát, trên viết 'Đại Học Sĩ Viện Hàn Lâm', nhìn kỹ dường như không có huyền cơ.		Thần bí	\script\online\abluemoon\item\exam_certificate.lua		0	1		
Văn Khúc Tinh Chứng Thư	2	0	605	1	0	999												\image\item\other\ẻÄầỳéầệÔấộa1.spr	\image\item\other\ẻÄầỳéầệÔấộa0.spr	Quan khoa khảo Thố Tiểu Nha ký phát, trên đó viết 'Văn Khúc Tinh', nhìn kỹ dường như không có huyền cơ.		Thần bí	\script\online\abluemoon\item\exam_certificate.lua		0	1		
Rương sắt Nguyệt Thố	2	0	606	1	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Trong chứa những bảo bối thế gian hiếm thấy		Thần bí	\script\online\abluemoon\item\moon_rabbit_box.lua		0	1		
Túi bí kiếp Thiếu Lâm	2	0	607	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Thiếu Lâm nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học Thiếu Lâm phái.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Đường Môn	2	0	608	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Đường Môn nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Đường Môn.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Nga My	2	0	609	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Nga My nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Nga My.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Cái Bang	2	0	610	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Cái Bang nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Cái Bang.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Võ Đang	2	0	611	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Võ Đang nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Võ Đang.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Dương Môn	2	0	612	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Dương Môn nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Dương Môn.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Túi bí kiếp Ngũ Độc	2	0	613	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Bảo vật Ngũ Độc nhân sĩ tranh đoạt, có thể nhận được ngẫu nhiên 5 bí kíp trong võ học phái Ngũ Độc.		Thần bí	\script\item\moon_rabbit_task_jue.lua		0	1		
Chỉ nam hoạt động ngày xuân	2	0	614	1	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Ghi lại câu chuyện liên quan hoạt động ngày xuân.		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring_2007_book.lua		0	0		
Trư Bảo Bảo_Bảo Điển	2	0	615	1	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Ghi lại câu chuyện của Trư Bảo Bảo.		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	0		
Trư Bảo Bảo	2	0	616	1	0	1												\image\item\other\éĂ°ìệớa1.spr	\image\item\other\éĂ°ìệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi 1 con Trư Bảo Bảo theo sau 5 ngày.<enter><color=Gold>(Màu sắc và giới tính ngẫu nhiên)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Không	2	0	617	1	0	1												\image\item\other\éĂ°ìệớa1.spr	\image\item\other\éĂ°ìệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi Trư Bảo Bảo xuất hiện.		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Trư Bảo Bảo Tiểu Hắc	2	0	618	1	0	1												\image\item\other\éĂºÚệớa1.spr	\image\item\other\éĂºÚệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi 1 Trư Bảo Bảo Tiểu Hắc theo sau 5 ngày.<enter><color=Gold>(Trư Bảo Bảo màu đen, giới tính ngẫu nhiên)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Tiểu Hắc Trư Phù	2	0	619	1	0	1												\image\item\other\éĂºÚệớa1.spr	\image\item\other\éĂºÚệớa0.spr	Triệu gọi Tiểu Hắc Trư.		Nhiệm vụ	\script\online\qixi07\item\xiaoheizhufu.lua		1	1		
Trư Bảo Bảo Tiểu Bạch	2	0	620	1	0	1												\image\item\other\éĂ°ìệớa1.spr	\image\item\other\éĂ°ìệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi 1 Trư Bảo Bảo Tiểu Bạch theo sau 5 ngày.<enter><color=Gold>(Trư Bảo Bảo màu trắng, giới tính ngẫu nhiên)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Tiểu Bạch Trư Phù	2	0	621	1	0	1												\image\item\other\éĂ°ìệớa1.spr	\image\item\other\éĂ°ìệớa0.spr	Triệu gọi Tiểu Bạch Trư.		Nhiệm vụ	\script\online\qixi07\item\xiaobaizhufu.lua		1	1		
Trư Bảo Bảo Như ý	2	0	622	1	0	1												\image\item\other\éĂ°ìệớa1.spr	\image\item\other\éĂ°ìệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi 1 con Trư Bảo Bảo Như ý theo sau 5 ngày.<enter><color=Gold>(Có thể chỉ định màu sắc và giới tính của Trư Bảo Bảo)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Không	2	0	623	1	0	1												\image\item\other\éĂºÚệớa1.spr	\image\item\other\éĂºÚệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi Hắc Ca Ca Tiểu Hắc		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
KimTrư Bảo Bảo	2	0	624	1	0	1												\image\item\other\éĂẵðệớa1.spr	\image\item\other\éĂẵðệớa0.spr	Năm Hợi đã đến, Trư Bảo Bảo đến ban phúc lành cho bạn! Nhấn chuột phải có thể gọi 1 Kim Trư Bảo Bảo theo sau 5 ngày.<enter><color=Gold>(Trư Bảo Bảo màu vàng giới tính ngẫu nhiên )		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Tiểu Kim Trư Phù	2	0	625	1	0	1												\image\item\other\éĂẵðệớa1.spr	\image\item\other\éĂẵðệớa0.spr	Triệu gọi Tiểu Kim Trư.		Nhiệm vụ	\script\online\qixi07\item\xiaojinzhufu.lua		1	1		
Cản Trư Bổng	2	0	626	1	0	1												\image\item\other\coll_036a1.spr	\image\item\other\coll_036a0.spr	Dùng để đuổi Trư Bảo Bảo đi, giúp bạn có cơ hội nhận một Trư Bảo Bảo khác.<enter><color=Gold>Bỏ Trư Bảo Bảo hiện tại		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\feed_pig\feed_pig.lua		0	1		
Túi tiểu phúc Kim Trư	2	0	627	1	0	8												\image\item\other\quest_012a1.spr	\image\item\other\quest_012a0.spr	Mau xem bên trong là cái gì đi! Vạn sự như ý! Có hiệu lực đến ngày 25/02/2007		Đã khóa	\script\online\´ºẵÚằợả¯\item\red_bag_use.lua		2	1		
Tiểu Hồng Bao Kim Trư	2	0	628	1	0	1												\image\item\other\holi_011a1.spr	\image\item\other\holi_011a0.spr	Mau xem bên trong là cái gì đi! Cung hỷ phát tài! Có hiệu lực đến ngày 25/02/2007		Đã khóa	\script\online\´ºẵÚằợả¯\item\red_bag_use.lua		2	1		
Đại Hồng Bao Kim Trư	2	0	629	1	0	1												\image\item\other\holi_011a1.spr	\image\item\other\holi_011a0.spr	Mau xem bên trong là cái gì đi! Đại cát đại lợi! Có hiệu lực đến ngày 25/02/2007		Đã khóa	\script\online\´ºẵÚằợả¯\item\red_bag_use.lua		2	1		
Nhất đồng	2	0	630	1	0	999												\image\item\other\ềằÍ²a1.spr	\image\item\other\ềằÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Nhị đồng	2	0	631	1	0	999												\image\item\other\ảỵÍ²a1.spr	\image\item\other\ảỵÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Tam đồng	2	0	632	1	0	999												\image\item\other\ẩýÍ²a1.spr	\image\item\other\ẩýÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Tứ đồng	2	0	633	1	0	999												\image\item\other\ậÄÍ²a1.spr	\image\item\other\ậÄÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Ngũ đồng	2	0	634	1	0	999												\image\item\other\ẻồÍ²a1.spr	\image\item\other\ẻồÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Lục đồng	2	0	635	1	0	999												\image\item\other\ÁựÍ²a1.spr	\image\item\other\ÁựÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Thất đồng	2	0	636	1	0	999												\image\item\other\ặòÍ²a1.spr	\image\item\other\ặòÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bát đồng	2	0	637	1	0	999												\image\item\other\°ậÍ²a1.spr	\image\item\other\°ậÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Cửu đồng	2	0	638	1	0	999												\image\item\other\ắÅÍ²a1.spr	\image\item\other\ắÅÍ²a0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Một	2	0	639	1	0	999												\image\item\other\ềằèừa1.spr	\image\item\other\ềằèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Nhị điều	2	0	640	1	0	999												\image\item\other\ảỵèừa1.spr	\image\item\other\ảỵèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Ba	2	0	641	1	0	999												\image\item\other\ẩýèừa1.spr	\image\item\other\ẩýèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bốn	2	0	642	1	0	999												\image\item\other\ậÄèừa1.spr	\image\item\other\ậÄèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Ngũ điều	2	0	643	1	0	999												\image\item\other\ẻồèừa1.spr	\image\item\other\ẻồèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Lục điều	2	0	644	1	0	999												\image\item\other\Áựèừa1.spr	\image\item\other\Áựèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Thất điều	2	0	645	1	0	999												\image\item\other\ặòèừa1.spr	\image\item\other\ặòèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bát điều	2	0	646	1	0	999												\image\item\other\°ậèừa1.spr	\image\item\other\°ậèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Cửu điều	2	0	647	1	0	999												\image\item\other\ắÅèừa1.spr	\image\item\other\ắÅèừa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Nhất vạn	2	0	648	1	0	999												\image\item\other\ềằÍũa1.spr	\image\item\other\ềằÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Nhị vạn	2	0	649	1	0	999												\image\item\other\ảỵÍũa1.spr	\image\item\other\ảỵÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Tam vạn	2	0	650	1	0	999												\image\item\other\ẩýÍũa1.spr	\image\item\other\ẩýÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Tứ vạn	2	0	651	1	0	999												\image\item\other\ậÄÍũa1.spr	\image\item\other\ậÄÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Ngũ vạn	2	0	652	1	0	999												\image\item\other\ẻồÍũa1.spr	\image\item\other\ẻồÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Lục vạn	2	0	653	1	0	999												\image\item\other\ÁựÍũa1.spr	\image\item\other\ÁựÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Thất vạn	2	0	654	1	0	999												\image\item\other\ặòÍũa1.spr	\image\item\other\ặòÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bát vạn	2	0	655	1	0	999												\image\item\other\°ậÍũa1.spr	\image\item\other\°ậÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Cửu vạn	2	0	656	1	0	999												\image\item\other\ắÅÍũa1.spr	\image\item\other\ắÅÍũa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Đông phong	2	0	657	1	0	999												\image\item\other\ảôãỗa1.spr	\image\item\other\ảôãỗa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Nam phong	2	0	658	1	0	999												\image\item\other\Äẽãỗa1.spr	\image\item\other\Äẽãỗa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Tây phong	2	0	659	1	0	999												\image\item\other\ẻữãỗa1.spr	\image\item\other\ẻữãỗa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bắc phong	2	0	660	1	0	999												\image\item\other\±±ãỗa1.spr	\image\item\other\±±ãỗa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Hồng trung	2	0	661	1	0	999												\image\item\other\ºỡệéa1.spr	\image\item\other\ºỡệéa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
phát tài	2	0	662	1	0	999												\image\item\other\ãÂ²ặa1.spr	\image\item\other\ãÂ²ặa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Bạch ban	2	0	663	1	0	999												\image\item\other\°ì°ồa1.spr	\image\item\other\°ì°ồa0.spr	Một con bài trong mạt chược		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
1 con Mạt chược	2	0	664	1	0	1												\image\item\other\ÂộẵôÅặa1.spr	\image\item\other\ÂộẵôÅặa0.spr	Thử vận may xem! <enter><color=Gold>(Ngẫu nhiên được 1 con bài mạt chược)		Nhiệm vụ	\script\online\labor_2007\mah_jong_goods_use.lua		0	1		
8 quân cờ Mạt chược	2	0	665	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Thử vận may đi! Nhấn chuột phải để sử dụng.<enter><color=Gold>(Có thể nhận được 8 quân cờ ngẫu nhiên)		Nhiệm vụ	\script\online\labor_2007\mah_jong_goods_use.lua		0	1		
14 quân cờ Mạt chược	2	0	666	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Thử vận may đi! Nhấn chuột phải để sử dụng.<enter><color=Gold>(Có thể nhận được 14 quân cờ ngẫu nhiên)		Nhiệm vụ	\script\online\labor_2007\mah_jong_goods_use.lua		0	1		
Con bài đem cược	2	0	667	1	0	99												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Muốn thành đổ hiệp phải xem vận may, chúc may mắn!!		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Con bài 2 đem cược	2	0	668	1	0	99												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Muốn thành đổ hiệp phải xem vận may, chúc may mắn!		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Con bài 3 đem cược	2	0	669	1	0	99												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Muốn thành đổ hiệp phải xem vận may, chúc may mắn!		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Con bài 4 đem cược	2	0	670	1	0	99												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Muốn thành đổ hiệp phải xem vận may, chúc may mắn!		Đã khóa	\script\online\labor_2007\mah_jong_goods_use.lua		2	1		
Hoa Sơn Thần Phù	2	0	671	1	0	1												\image\item\usable\fu_004a1.spr	\image\item\usable\fu_004a0.spr	Truyền tống phù đặc biệt.<enter><color=Gold>Trực tiếp chuyển đến Hoa Sơn, không bị hạn chế.		Nhiệm vụ	\script\online\´ºẵÚằợả¯\spring2007\hua_shan\goto_huashan_fu.lua		0	1		
Tạc đạn đại Tuyết cầu	2	0	672	1	0	1												\image\item\happy\much_snowa1.spr	\image\item\happy\much_snowa0.spr	1 bao lớn.<enter><color=Gold>(chứa 20 Tạc đạn đại tuyết cầu)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\item\big_snow_boom_use.lua		0	1		
Đại Tuyết Cầu	2	0	673	1	0	1												\image\item\happy\snowball_big_a1.spr	\image\item\happy\snowball_big_a0.spr	1 bao lớn.<enter><color=Gold>(chứa 20 đại tuyết cầu)		Nhiệm vụ	\script\online\´ºẵÚằợả¯\item\big_snow_ball_use.lua		0	1		
